id,japanese,hiragana,kanji_references,romaji,english,category,jlpt_level,example_japanese,example_english,notes,part_of_speech,part_of_speech_references,frequency,pitch_accent
voc1811,晩,ばん,k0607,ban,evening; night,time,N3,晩ご飯を食べた。,I ate dinner.,,noun,,very high,LH
voc1812,今晩,こんばん,k0607,konban,tonight; this evening,time,N3,今晩一緒に食事しましょう。,Let's eat together tonight.,,noun,,very high,LHL
voc1813,髪,かみ,k0608,kami,hair (on head),appearance,N3,髪を切った。,I cut my hair.,,noun,,very high,LH
voc1814,髪型,かみがた,k0608,kamigata,hairstyle,appearance,N3,新しい髪型にした。,I got a new hairstyle.,,noun,,high,LHHL
voc1815,忙しい,いそがしい,k0609,isogashii,busy,daily,N3,毎日忙しい。,I am busy every day.,,adjective,,very high,LHHHL
voc1816,多忙,たぼう,k0609,tabou,very busy,work,N3,多忙な毎日を送る。,I spend very busy days.,,adjective,,medium,LHL
voc1817,靴,くつ,k0610,kutsu,shoes,appearance,N3,靴を磨いた。,I polished my shoes.,,noun,,very high,LH
voc1818,靴下,くつした,k0610,kutsushita,socks,appearance,N3,靴下を履いた。,I put on socks.,,noun,,very high,LHHL
voc1819,恥ずかしい,はずかしい,k0611,hazukashii,embarrassed; ashamed,emotion,N3,恥ずかしい思いをした。,I felt embarrassed.,,adjective,,very high,LHHHL
voc1820,恥,はじ,k0611,haji,shame; embarrassment,emotion,N3,恥をかいた。,I was embarrassed.,,noun,,high,LH
voc1821,偶然,ぐうぜん,k0612,guuzen,coincidence; by chance,abstract,N3,偶然会った。,We met by chance.,,adverb,,very high,LHHL
voc1822,偶数,ぐうすう,k0612,guusuu,even number,abstract,N3,偶数を選んだ。,I chose an even number.,,noun,,medium,LHHL
voc1823,偉い,えらい,k0613,erai,great; admirable,abstract,N3,偉い人になりたい。,I want to be a great person.,,adjective,,high,LHL
voc1824,偉大,いだい,k0613,idai,great; grand,abstract,N3,偉大な業績を残した。,He left great achievements.,,adjective,,medium,LHL
voc1825,猫,ねこ,k0614,neko,cat,nature,N3,猫を飼っている。,I have a cat.,,noun,,very high,LH
voc1826,猫背,ねこぜ,k0614,nekoze,hunched back,health,N3,猫背を直した。,I corrected my hunched posture.,,noun,,medium,LHL
voc1827,掛ける,かける,k0615,kakeru,to hang; to apply,action,N3,壁に絵を掛けた。,I hung a picture on the wall.,,verb,,very high,LHL
voc1828,掛け算,かけざん,k0615,kakezan,multiplication,education,N3,掛け算を練習した。,I practiced multiplication.,,noun,,medium,LHHL
voc1829,幾つ,いくつ,k0616,ikutsu,how many; how old,quantity,N3,幾つありますか。,How many are there?,,expression,,very high,LHL
voc1830,幾ら,いくら,k0616,ikura,how much,quantity,N3,幾らですか。,How much is it?,,expression,,very high,LHL
voc2501,区域,くいき,k0617,kuiki,area; zone; district,geography,N2,この区域は静かです。,This area is quiet.,,noun,,medium,LHHL
voc2502,区別,くべつ,k0617,kubetsu,distinction; differentiation,abstract,N2,男女の区別をしない。,We don't distinguish between men and women.,,noun,,medium,LHHL
voc2503,区切る,くぎる,k0617,kugiru,to punctuate; to section off,action,N2,文を区切って読む。,Read the sentence with pauses.,,verb,,low,LHHHL
voc2504,県庁,けんちょう,k0618,kenchou,prefectural government office,society,N2,県庁に書類を提出した。,I submitted documents to the prefectural office.,,noun,,medium,LHHHL
voc2505,県立,けんりつ,k0618,kenritsu,prefectural (established by the prefecture),society,N2,県立病院で治療を受けた。,I received treatment at a prefectural hospital.,,noun,,medium,LHHL
voc2506,各県,かくけん,k0618,kakuken,each prefecture,society,N2,各県の代表が集まった。,Representatives from each prefecture gathered.,,noun,,low,LHHL
voc2507,村人,むらびと,k0619,murabito,villager,people,N2,村人たちは親切だった。,The villagers were kind.,,noun,,low,LHHHH
voc2508,村長,そんちょう,k0619,sonchou,village mayor; village chief,society,N2,村長が挨拶をした。,The village chief gave a speech.,,noun,,low,LHHL
voc2509,農村,のうそん,k0619,nouson,farming village; rural area,society,N2,農村の生活は静かだ。,Life in a farming village is quiet.,,noun,,medium,LHHL
voc2510,低下,ていか,k0620,teika,decline; drop; deterioration,abstract,N2,成績が低下している。,My grades are declining.,,noun,,high,LHL
voc2511,低温,ていおん,k0620,teion,low temperature,nature,N2,低温で保存してください。,Please store at low temperature.,,noun,,medium,LHHL
voc2512,最低,さいてい,k0620,saitei,lowest; worst,abstract,N2,これは最低の結果だ。,This is the worst result.,,noun / adjective,,high,LHHL
voc2513,門番,もんばん,k0621,monban,gatekeeper; doorman,people,N2,門番が入口を守っている。,The gatekeeper is guarding the entrance.,,noun,,low,LHHL
voc2514,正門,せいもん,k0621,seimon,main gate,place,N2,正門から入ってください。,Please enter from the main gate.,,noun,,medium,LHHL
voc2515,専門,せんもん,k0621,senmon,specialty; major; expertise,education,N2,彼女の専門は医学だ。,Her specialty is medicine.,,noun,,high,LHHL
voc2516,森林,しんりん,k0622,shinrin,forest; woods,nature,N2,森林を保護することが大切だ。,Protecting forests is important.,,noun,,medium,LHHL
voc2517,森の中,もりのなか,k0622,mori no naka,inside the forest,nature,N2,森の中を散歩した。,I took a walk in the forest.,,noun phrase,,low,LHLHL
voc2518,林道,りんどう,k0623,rindou,forest road; woodland path,nature,N2,林道を歩いて山に登った。,I walked the forest road to climb the mountain.,,noun,,low,LHHL
voc2519,林業,りんぎょう,k0623,ringyou,forestry,society,N2,林業は重要な産業だ。,Forestry is an important industry.,,noun,,low,LHHL
voc2520,短期,たんき,k0624,tanki,short term; short period,abstract,N2,短期留学をした。,I studied abroad for a short term.,,noun,,medium,LHL
voc2521,短所,たんしょ,k0624,tansho,weak point; shortcoming,abstract,N2,自分の短所を知ることが大切だ。,It is important to know your own weaknesses.,,noun,,medium,LHHL
voc2522,短縮,たんしゅく,k0624,tanshuku,shortening; abbreviation,abstract,N2,作業時間を短縮した。,We shortened the work time.,,noun,,medium,LHHL
voc2523,軽食,けいしょく,k0625,keishoku,light meal; snack,food,N2,軽食をとりながら話した。,We talked over a light meal.,,noun,,medium,LHHL
voc2524,軽減,けいげん,k0625,keigen,reduction; alleviation,abstract,N2,ストレスを軽減する方法を探した。,I looked for ways to reduce stress.,,noun,,medium,LHHL
voc2525,気軽に,きがるに,k0625,kigaruni,freely; casually; without hesitation,abstract,N2,気軽に声をかけてください。,Feel free to talk to me.,,adverb,,high,LHHHL
voc2526,池の鯉,いけのこい,k0626,ike no koi,carp in a pond,nature,N2,池の鯉にえさをやった。,I fed the carp in the pond.,,noun phrase,,low,LHLLHL
voc2527,池畔,ちはん,k0626,chihan,lakeside; pondside,nature,N2,池畔で休憩した。,I rested by the pond.,,noun,,low,LHL
voc2528,弱点,じゃくてん,k0627,jakuten,weak point; vulnerability,abstract,N2,弱点を克服した。,I overcame my weakness.,,noun,,high,LHHL
voc2529,弱気,よわき,k0627,yowaki,timid; weak-spirited,feeling,N2,弱気にならないで。,Don't lose heart.,,noun / adjective,,medium,LHHL
voc2530,弱まる,よわまる,k0627,yowamaru,to weaken; to abate,state,N2,風が弱まってきた。,The wind has started to weaken.,,verb,,medium,LHHHH
voc2531,野菜,やさい,k0628,yasai,vegetable,food,N2,野菜をたくさん食べましょう。,Let's eat lots of vegetables.,,noun,,very high,LHL
voc2532,菜食,さいしょく,k0628,saishoku,vegetarian diet,food,N2,菜食主義者の友人がいる。,I have a friend who is vegetarian.,,noun,,low,LHHL
voc2533,山菜,さんさい,k0628,sansai,edible wild plants,food,N2,山菜の天ぷらがおいしい。,Tempura of wild mountain vegetables is delicious.,,noun,,low,LHHL
voc2534,協力,きょうりょく,k0629,kyouryoku,cooperation; collaboration,society,N2,みんなで協力して完成させた。,We all cooperated to complete it.,,noun,,high,LHHHH
voc2535,協議,きょうぎ,k0629,kyougi,conference; consultation,society,N2,双方が協議を続けている。,Both sides continue to consult.,,noun,,medium,LHHL
voc2536,協会,きょうかい,k0629,kyoukai,association; society; council,society,N2,スポーツ協会に加入した。,I joined the sports association.,,noun,,medium,LHHHL
voc2537,改善,かいぜん,k0630,kaizen,improvement; reform,abstract,N2,サービスの改善に努めている。,We are working on service improvement.,,noun,,high,LHHL
voc2538,改正,かいせい,k0630,kaisei,revision; amendment,society,N2,法律が改正された。,The law was revised.,,noun,,medium,LHHL
voc2539,改めて,あらためて,k0630,aratamete,again; anew; formally,abstract,N2,改めてお礼を申し上げます。,I would like to express my gratitude once again.,,adverb,,medium,LHHHHL
voc2540,府県,ふけん,k0631,fuken,prefectures (urban and rural),society,N2,各府県の代表が集まった。,Representatives from each prefecture gathered.,,noun,,low,LHL
voc2541,大阪府,おおさかふ,k0631,oosakahu,Osaka Prefecture,geography,N2,大阪府に住んでいます。,I live in Osaka Prefecture.,,noun,,medium,LHHHL
voc2542,委員,いいん,k0632,iin,committee member,society,N2,彼は委員に選ばれた。,He was chosen as a committee member.,,noun,,high,LHL
voc2543,委員会,いいんかい,k0632,iinkai,committee,society,N2,委員会で決定した。,It was decided by the committee.,,noun,,high,LHHHH
voc2544,委ねる,ゆだねる,k0632,yudaneru,to entrust; to leave to,action,N2,判断を委ねる。,I leave the decision to you.,,verb,,medium,LHHHL
voc2545,軍隊,ぐんたい,k0633,guntai,army; military,society,N2,軍隊が国境を守っている。,The army is guarding the border.,,noun,,medium,LHHL
voc2546,軍人,ぐんじん,k0633,gunjin,soldier; military person,people,N2,彼の父は軍人だった。,His father was a soldier.,,noun,,medium,LHHL
voc2547,各自,かくじ,k0634,kakuji,each person; individually,abstract,N2,各自で準備してください。,Please prepare individually.,,noun / adverb,,medium,LHL
voc2548,各地,かくち,k0634,kakuchi,every place; various places,geography,N2,各地から観光客が来た。,Tourists came from various places.,,noun,,medium,LHL
voc2549,各種,かくしゅ,k0634,kakushu,various kinds; all sorts,abstract,N2,各種サービスを提供している。,We provide various services.,,noun,,medium,LHL
voc2550,島国,しまぐに,k0635,shimaguni,island nation,geography,N2,日本は島国だ。,Japan is an island nation.,,noun,,medium,LHHL
voc2551,半島,はんとう,k0635,hantou,peninsula,geography,N2,朝鮮半島の歴史を学んだ。,I studied the history of the Korean peninsula.,,noun,,medium,LHHL
voc2552,副作用,ふくさよう,k0636,fukusayou,side effect,health,N2,この薬には副作用がある。,This medicine has side effects.,,noun,,high,LHHHH
voc2553,副業,ふくぎょう,k0636,fukugyou,side job; secondary occupation,work,N2,副業でフリーランスをしている。,I work as a freelancer on the side.,,noun,,medium,LHHHH
voc2554,計算,けいさん,k0637,keisan,calculation; computation,number,N2,計算が合わない。,The calculation doesn't add up.,,noun,,high,LHHL
voc2555,算数,さんすう,k0637,sansuu,arithmetic; math (school subject),education,N2,算数のテストで満点を取った。,I got a perfect score on the arithmetic test.,,noun,,medium,LHHL
voc2556,予算,よさん,k0637,yosan,budget; estimate,money,N2,予算を超えてしまった。,We exceeded the budget.,,noun,,high,LHL
voc2557,路線,ろせん,k0638,rosen,route; line (train),movement,N2,この路線は便利だ。,This route is convenient.,,noun,,high,LHL
voc2558,新幹線,しんかんせん,k0638,shinkansen,bullet train (Shinkansen),movement,N2,新幹線で東京に行った。,I went to Tokyo by Shinkansen.,,noun,,very high,LHHHHL
voc2559,農業,のうぎょう,k0639,nougyou,agriculture; farming,society,N2,農業を学ぶために田舎に来た。,I came to the countryside to study agriculture.,,noun,,medium,LHHHH
voc2560,農家,のうか,k0639,nouka,farm; farming household,society,N2,農家の人から野菜を買った。,I bought vegetables from a farmer.,,noun,,medium,LHL
voc2561,農地,のうち,k0639,nouchi,farmland; agricultural land,society,N2,農地が減っている。,Farmland is decreasing.,,noun,,low,LHL
voc2562,州知事,しゅうちじ,k0640,shuuchiji,governor (of a state),society,N2,州知事が演説をした。,The governor gave a speech.,,noun,,low,LHHHL
voc2563,三角州,さんかくす,k0640,sankakusu,river delta,nature,N2,三角州に都市が発達した。,A city developed in the river delta.,,noun,,low,LHHHL
voc2564,象徴,しょうちょう,k0641,shouchou,symbol; emblem,abstract,N2,鳩は平和の象徴だ。,The dove is a symbol of peace.,,noun,,medium,LHHHL
voc2565,象,ぞう,k0641,zou,elephant,nature,N2,動物園で象を見た。,I saw an elephant at the zoo.,,noun,,medium,LH
voc2566,受賞,じゅしょう,k0642,jushuu,winning a prize; receiving an award,abstract,N2,映画賞を受賞した。,The film won an award.,,noun,,medium,LHHL
voc2567,賞金,しょうきん,k0642,shoukin,prize money,money,N2,賞金を寄付した。,I donated the prize money.,,noun,,medium,LHHL
voc2568,賞品,しょうひん,k0642,shouhin,prize; trophy,object,N2,一位の賞品はテレビだった。,The first-place prize was a television.,,noun,,medium,LHHL
voc2569,周辺,しゅうへん,k0643,shuuhen,surroundings; vicinity; periphery,position,N2,駅の周辺には店が多い。,There are many shops around the station.,,noun,,high,LHHHL
voc2570,付近,ふきん,k0643,fukin,neighborhood; nearby area,position,N2,この付近に銀行はありますか。,Is there a bank near here?,,noun,,high,LHL
voc2571,辺り,あたり,k0643,atari,around; vicinity,position,N2,この辺りは静かだ。,This area is quiet.,,noun,,high,LHL
voc2572,課題,かだい,k0644,kadai,task; assignment; issue,education,N2,課題を提出した。,I submitted the assignment.,,noun,,high,LHL
voc2573,課長,かちょう,k0644,kachou,section chief; department head,work,N2,課長に報告した。,I reported to the section chief.,,noun,,high,LHL
voc2574,税務課,ぜいむか,k0644,zeimuka,tax office section,society,N2,税務課に相談した。,I consulted with the tax section.,,noun,,low,LHHHL
voc2575,極端,きょくたん,k0645,kyokutan,extreme; going too far,abstract,N2,極端な意見は避けるべきだ。,Extreme opinions should be avoided.,,noun / adjective,,medium,LHHHL
voc2576,極力,きょくりょく,k0645,kyokuryoku,to the utmost; as much as possible,abstract,N2,極力早く来てください。,Please come as early as possible.,,adverb,,medium,LHHHL
voc2577,北極,ほっきょく,k0645,hokkyoku,North Pole; Arctic,nature,N2,北極の氷が溶けている。,The ice in the Arctic is melting.,,noun,,medium,LHHL
voc2578,量産,りょうさん,k0646,ryousan,mass production,work,N2,この製品は量産されている。,This product is mass-produced.,,noun,,medium,LHHL
voc2579,重量,じゅうりょう,k0646,juuryou,weight; mass,abstract,N2,荷物の重量を測った。,I measured the weight of the luggage.,,noun,,medium,LHHHH
voc2580,分量,ぶんりょう,k0646,bunryou,quantity; amount; dose,abstract,N2,薬の分量を守ってください。,Please follow the dosage of the medicine.,,noun,,medium,LHHL
voc2581,型破り,かたやぶり,k0647,katayaburi,unconventional; breaking the mold,abstract,N2,彼は型破りな人物だ。,He is an unconventional person.,,noun / adjective,,low,LHHHHL
voc2582,体型,たいけい,k0647,taikei,body shape; physique,health,N2,体型を維持するために運動する。,I exercise to maintain my physique.,,noun,,medium,LHHL
voc2583,典型,てんけい,k0647,tenkei,typical example; archetype,abstract,N2,これは典型的な例だ。,This is a typical example.,,noun,,medium,LHHL
voc2584,谷間,たにま,k0648,tanima,valley; gorge; cleavage,nature,N2,谷間に霧が立ちこめている。,Fog hangs in the valley.,,noun,,medium,LHHL
voc2585,渓谷,けいこく,k0648,keikoku,gorge; ravine; canyon,nature,N2,渓谷のハイキングが楽しかった。,The gorge hiking was enjoyable.,,noun,,medium,LHHHH
voc2586,歴史,れきし,k0649,rekishi,history,education,N2,日本の歴史を勉強している。,I am studying Japanese history.,,noun,,very high,LHL
voc2587,史上,しじょう,k0649,shijou,in history; historical,abstract,N2,史上最高の記録を更新した。,They broke the all-time record.,,noun,,medium,LHL
voc2588,階段,かいだん,k0650,kaidan,stairs; staircase,place,N2,エレベーターより階段を使う。,I use the stairs rather than the elevator.,,noun,,high,LHHL
voc2589,階層,かいそう,k0650,kaisou,floor; stratum; class,society,N2,社会の階層が固定化している。,Social stratification is becoming fixed.,,noun,,medium,LHHL
voc2590,配管,はいかん,k0651,haikan,piping; plumbing,object,N2,配管の修理が必要だ。,Plumbing repair is needed.,,noun,,low,LHHL
voc2591,管理,かんり,k0651,kanri,management; administration; control,work,N2,データを管理するシステムを作った。,I created a system to manage data.,,noun,,very high,LHL
voc2592,血管,けっかん,k0651,kekkan,blood vessel,health,N2,血管が詰まる病気だ。,It is a disease where blood vessels clog.,,noun,,medium,LHHL
voc2593,兵士,へいし,k0652,heishi,soldier; private,society,N2,若い兵士が戦場に送られた。,Young soldiers were sent to the battlefield.,,noun,,medium,LHL
voc2594,兵器,へいき,k0652,heiki,weapon; arms,society,N2,核兵器の廃絶を求める声がある。,There are calls for the abolition of nuclear weapons.,,noun,,medium,LHL
voc2595,細かい,こまかい,k0653,komakai,fine; detailed; minute,description,N2,細かい作業が得意だ。,I am good at detailed work.,,adjective,,high,LHHHL
voc2596,細胞,さいぼう,k0653,saibou,cell (biology),health,N2,体は細胞からできている。,The body is made of cells.,,noun,,medium,LHHL
voc2597,詳細,しょうさい,k0653,shousai,details; particulars,abstract,N2,詳細は後ほどお知らせします。,I will inform you of the details later.,,noun,,high,LHHL
voc2598,丸い,まるい,k0654,marui,round; circular,description,N2,地球は丸い。,The Earth is round.,,adjective,,very high,LHL
voc2599,丸ごと,まるごと,k0654,marugoto,whole; entirely; as a whole,abstract,N2,りんごを丸ごと食べた。,I ate the apple whole.,,adverb,,medium,LHHL
voc2600,記録,きろく,k0655,kiroku,record; log,abstract,N2,世界記録を更新した。,I broke the world record.,,noun,,very high,LHL
voc2601,録音,ろくおん,k0655,rokuon,recording (audio),action,N2,会議を録音した。,I recorded the meeting.,,noun,,medium,LHL
voc2602,録画,ろくが,k0655,rokuga,recording (video),action,N2,テレビ番組を録画した。,I recorded the TV program.,,noun,,medium,LHL
voc2603,省エネ,しょうエネ,k0656,shouene,energy conservation,society,N2,省エネの家電を買った。,I bought energy-saving home appliances.,,noun,,high,LHHHL
voc2604,省略,しょうりゃく,k0656,shouryaku,abbreviation; omission,abstract,N2,説明を省略した。,I omitted the explanation.,,noun,,medium,LHHHL
voc2605,文部省,もんぶしょう,k0656,monbushou,Ministry of Education (former name),society,N2,文部省の方針が変わった。,The policy of the Ministry of Education changed.,,noun,,low,LHHHHL
voc2606,橋渡し,はしわたし,k0657,hashiwatashi,bridging; mediation; go-between,abstract,N2,二国間の橋渡しをした。,I acted as a bridge between the two countries.,,noun,,low,LHHHHL
voc2607,鉄橋,てっきょう,k0657,tekkyou,iron bridge; railway bridge,object,N2,川に鉄橋がかかっている。,An iron bridge spans the river.,,noun,,low,LHHL
voc2608,岸辺,きしべ,k0658,kishibe,riverside; waterside,nature,N2,岸辺を散歩した。,I took a walk along the water's edge.,,noun,,low,LHL
voc2609,海岸,かいがん,k0658,kaigan,coast; seaside; beach,nature,N2,海岸でサーフィンをした。,I surfed at the coast.,,noun,,high,LHHL
voc2610,周囲,しゅうい,k0659,shuui,surroundings; perimeter; circumference,position,N2,周囲の人に迷惑をかけた。,I caused trouble for those around me.,,noun,,high,LHL
voc2611,周期,しゅうき,k0659,shuuki,period; cycle,abstract,N2,地球の公転周期は一年だ。,Earth's orbital period is one year.,,noun,,medium,LHL
voc2612,素材,そざい,k0660,sozai,material; ingredient; raw material,object,N2,素材を大切にした料理だ。,It is a dish that values the ingredients.,,noun,,medium,LHL
voc2613,材料,ざいりょう,k0660,zairyou,ingredients; materials,object,N2,料理の材料を買った。,I bought ingredients for cooking.,,noun,,high,LHHHH
voc2614,戸締まり,とじまり,k0661,tojimari,locking up; securing doors,daily life,N2,戸締まりをしてから出かけた。,I locked up before going out.,,noun,,medium,LHHHHH
voc2615,戸棚,とだな,k0661,todana,cupboard; cabinet,object,N2,戸棚にお皿をしまった。,I put the plates in the cupboard.,,noun,,medium,LHHL
voc2616,中央,ちゅうおう,k0662,chuuou,center; middle,position,N2,広場の中央に噴水がある。,There is a fountain in the center of the plaza.,,noun,,high,LHHL
voc2617,中央線,ちゅうおうせん,k0662,chuuousen,Chuo Line (train line),movement,N2,中央線で新宿まで行く。,I take the Chuo Line to Shinjuku.,,noun,,medium,LHHHL
voc2618,竹林,ちくりん,k0663,chikurin,bamboo grove,nature,N2,嵐山の竹林は有名だ。,The bamboo grove in Arashiyama is famous.,,noun,,medium,LHHL
voc2619,竹馬,たけうま,k0663,takeuma,stilts; bamboo horse,object,N2,子供のころ竹馬で遊んだ。,I played on stilts when I was a child.,,noun,,low,LHHL
voc2620,競争,きょうそう,k0664,kyousou,competition; rivalry; race,abstract,N2,競争が激しい市場だ。,It is a fiercely competitive market.,,noun,,high,LHHL
voc2621,競技,きょうぎ,k0664,kyougi,athletic competition; game,sports,N2,オリンピックの競技に参加した。,I participated in an Olympic competition.,,noun,,high,LHHL
voc2622,根拠,こんきょ,k0665,konkyo,basis; grounds; foundation,abstract,N2,その発言に根拠がない。,There is no basis for that statement.,,noun,,medium,LHHL
voc2623,根本,こんぽん,k0665,konpon,root; foundation; basis,abstract,N2,問題の根本を解決しなければならない。,We must solve the root of the problem.,,noun,,medium,LHHL
voc2624,歴代,れきだい,k0666,rekidai,successive generations; all previous,abstract,N2,歴代の首相が集まった。,Former prime ministers gathered.,,noun,,medium,LHHL
voc2625,経歴,けいれき,k0666,keireki,personal history; career; background,work,N2,彼の経歴は立派だ。,His career is impressive.,,noun,,medium,LHHL
voc2626,航海,こうかい,k0667,koukai,navigation; voyage; sea journey,movement,N2,長い航海を終えた。,I finished a long voyage.,,noun,,medium,LHHL
voc2627,航空,こうくう,k0667,koukuu,aviation; air transport,movement,N2,航空業界で働いている。,I work in the aviation industry.,,noun,,high,LHHL
voc2628,鉄道,てつどう,k0668,tetsudou,railway; railroad,movement,N2,鉄道で旅行するのが好きだ。,I like traveling by railway.,,noun,,high,LHHL
voc2629,鉄分,てつぶん,k0668,tetsubun,iron content; iron (nutrition),health,N2,鉄分が不足している。,I am lacking in iron.,,noun,,medium,LHHL
voc2630,鉄板,てっぱん,k0668,teppan,iron plate; teppan grill,food,N2,鉄板焼きを食べた。,I ate teppanyaki.,,noun,,medium,LHHL
voc2631,児童,じどう,k0669,jidou,child; juvenile,people,N2,児童向けの本を書いた。,I wrote a book for children.,,noun,,medium,LHL
voc2632,小児科,しょうにか,k0669,shounika,pediatrics; children's ward,health,N2,子供を小児科に連れて行った。,I took my child to the pediatrician.,,noun,,medium,LHHHL
voc2633,印象,いんしょう,k0670,inshou,impression,feeling,N2,第一印象が大切だ。,First impressions are important.,,noun,,high,LHHL
voc2634,印刷,いんさつ,k0670,insatsu,printing,action,N2,書類を印刷した。,I printed the document.,,noun,,high,LHHL
voc2635,油断,ゆだん,k0671,yudan,carelessness; off guard,abstract,N2,油断大敵だ。,Carelessness is your greatest enemy.,,noun,,medium,LHL
voc2636,石油,せきゆ,k0671,sekiyu,petroleum; oil,object,N2,石油の価格が上がった。,Oil prices have risen.,,noun,,high,LHL
voc2637,油絵,あぶらえ,k0671,aburae,oil painting,art,N2,油絵を習っている。,I am learning oil painting.,,noun,,medium,LHHL
voc2638,指輪,ゆびわ,k0672,yubiwa,ring (jewelry),object,N2,婚約指輪をもらった。,I received an engagement ring.,,noun,,high,LHHL
voc2639,年輪,ねんりん,k0672,nenrin,annual ring; tree ring,nature,N2,木の年輪を数えた。,I counted the tree rings.,,noun,,low,LHHL
voc2640,植物,しょくぶつ,k0673,shokubutsu,plant; vegetation,nature,N2,植物に水をやった。,I watered the plants.,,noun,,very high,LHHHH
voc2641,植民地,しょくみんち,k0673,shokuminchi,colony; colonial territory,society,N2,かつてここは植民地だった。,This was once a colony.,,noun,,medium,LHHHHL
voc2642,清潔,せいけつ,k0674,seiketsu,cleanliness; hygiene,health,N2,清潔な環境を保つことが大切だ。,It is important to maintain a clean environment.,,noun / adjective,,high,LHHL
voc2643,清書,せいしょ,k0674,seisho,fair copy; clean copy,education,N2,作文を清書した。,I made a clean copy of my essay.,,noun,,low,LHHL
voc2644,倍増,ばいぞう,k0675,baizou,doubling; increase twofold,abstract,N2,売上が倍増した。,Sales have doubled.,,noun,,medium,LHHL
voc2645,数倍,すうばい,k0675,suubai,several times (as much),abstract,N2,以前の数倍の速さになった。,It became several times faster than before.,,noun,,medium,LHL
voc2646,億万長者,おくまんちょうじゃ,k0676,okumannchouja,billionaire; multi-millionaire,money,N2,彼は億万長者になった。,He became a billionaire.,,noun,,low,LHHHHHHL
voc2647,数億,すうおく,k0676,suuoku,hundreds of millions,number,N2,その建物は数億円かかった。,The building cost hundreds of millions of yen.,,noun,,low,LHHL
voc2648,芸術,げいじゅつ,k0677,geijutsu,art; fine arts,art,N2,芸術に興味がある。,I am interested in art.,,noun,,high,LHHHL
voc2649,芸能,げいのう,k0677,geinou,performing arts; entertainment industry,art,N2,芸能界に入った。,I entered the entertainment industry.,,noun,,medium,LHHL
voc2650,芸人,げいにん,k0677,geinin,entertainer; performer; comedian,people,N2,芸人として活動している。,I work as an entertainer.,,noun,,medium,LHHL
voc2651,停車,ていしゃ,k0678,teisha,stopping (train/vehicle),movement,N2,次の駅に停車します。,We will stop at the next station.,,noun,,high,LHL
voc2652,停止,ていし,k0678,teishi,stoppage; suspension; halt,action,N2,サービスが一時停止した。,The service has been temporarily suspended.,,noun,,high,LHL
voc2653,陸地,りくち,k0679,rikuchi,land; dry land,nature,N2,陸地が見えてきた。,Land came into view.,,noun,,medium,LHL
voc2654,上陸,じょうりく,k0679,jouryoku,landing; going ashore,movement,N2,台風が上陸した。,The typhoon made landfall.,,noun,,medium,LHHL
voc2655,玉ねぎ,たまねぎ,k0680,tamanegi,onion,food,N2,玉ねぎを炒めた。,I sautéed the onion.,,noun,,high,LHHL
voc2656,宝玉,ほうぎょく,k0680,hougyoku,precious stone; gem,object,N2,宝玉のような目をしている。,She has eyes like precious gems.,,noun,,low,LHHHH
voc2657,波長,はちょう,k0681,hachou,wavelength,abstract,N2,二人は波長が合う。,The two of them are on the same wavelength.,,noun,,medium,LHL
voc2658,波紋,はもん,k0681,hamon,ripple; ring on water; repercussion,abstract,N2,その発言が波紋を呼んだ。,The remark caused ripples.,,noun,,medium,LHL
voc2659,帯びる,おびる,k0682,obiru,to carry; to bear; to have a tinge of,action,N2,責任を帯びた仕事だ。,It is a job that carries responsibility.,,verb,,low,LHHL
voc2660,地帯,ちたい,k0682,chitai,zone; area; belt,geography,N2,危険地帯に入るな。,Do not enter the danger zone.,,noun,,medium,LHL
voc2661,熱帯,ねったい,k0682,nettai,tropical zone; tropics,nature,N2,熱帯の気候は暑い。,The tropical climate is hot.,,noun,,medium,LHHL
voc2662,羽根,はね,k0683,hane,feather; wing; shuttlecock,nature,N2,鳥の羽根を拾った。,I picked up a bird's feather.,,noun,,medium,LHL
voc2663,羽毛,うもう,k0683,umou,feathers; plumage; down,nature,N2,羽毛布団は温かい。,A down comforter is warm.,,noun,,medium,LHL
voc2664,固体,こたい,k0684,kotai,solid (state of matter),abstract,N2,水は0度以下で固体になる。,Water becomes solid below 0 degrees.,,noun,,medium,LHL
voc2665,固定,こてい,k0684,kotei,fixing; securing; fastening,action,N2,棚を壁に固定した。,I secured the shelf to the wall.,,noun,,high,LHL
voc2666,囲む,かこむ,k0685,kakomu,to surround; to encircle,action,N2,家が森に囲まれている。,The house is surrounded by forest.,,verb,,medium,LHHL
voc2667,囲碁,いご,k0685,igo,the game of Go,leisure,N2,祖父と囲碁をした。,I played Go with my grandfather.,,noun,,medium,LHL
voc2668,卒業,そつぎょう,k0686,sotsugyou,graduation,education,N2,来年大学を卒業する。,I will graduate from university next year.,,noun,,very high,LHHHH
voc2669,卒業式,そつぎょうしき,k0686,sotsugyoushiki,graduation ceremony,education,N2,卒業式で泣いた。,I cried at the graduation ceremony.,,noun,,high,LHHHHHH
voc2670,順番,じゅんばん,k0687,junban,order; turn; sequence,abstract,N2,順番を守ってください。,Please wait your turn.,,noun,,high,LHHHH
voc2671,順調,じゅんちょう,k0687,junchou,smooth; going well,abstract,N2,仕事は順調に進んでいる。,Work is progressing smoothly.,,noun / adjective,,high,LHHHH
